ICD Chapter Codes,ICD Chapter Names,ICD Block Names,Title,Research Summary,Inclusion Criteria
2,Neoplasms,Malignant neoplasms of female genital organs,Muscle wAsting in Major Abdominal Surgery (MAMAS II Study),"Following major surgery, the functional capacity of patients is affected. This is due to muscle wasting and weakness. Recovery after surgery can take more than a year especially in frail and elderly patients. We have previously carried out a study (MAMAS study), which showed patients that undergo elective major abdominal surgery for liver/pancreas/gallbladder/bile ducts and women reproductive tract cancer lose 10 % of their muscle size and undergo a similar decrease in muscle strength within a week of surgery. However more frequent measure of muscle size and strength post-surgery is needed to find out the lowest point of muscle loss and weakness and when the recovery starts. In this study we will enrol 24 patients having elective major abdominal surgery for liver/pancreas/gallbladder/bile ducts and women reproductive tract cancer. We will measure breathing and thigh muscle size using ultrasound scan and carry out hand grip strength and sniff test (to assess breathing muscle strength) before the surgery, day 1 post-surgery, and thereafter on alternate days until hospital discharge and at 6 weeks after the discharge. In addition, we will also carry out simple physical function tests and questionnaires before and 6 weeks after surgery. Small amount (~45 mg) of abdominal muscle biopsy tissue will be collected during the surgery (optional) and bloods sample at four time points (pre-op, day 1 post-surgery, day 7 post-surgery/hospital discharge and 6 weeks after discharge) during the study participation. The outcome of this study will allow to design future interventional studies to reduce the muscle loss and weakness post-surgery. This could lead to improve recovery rate following major abdominal surgery, shorter stay in hospital and fewer post-operative complications and readmission.",1. Age > = 18 years 2. Patients presenting for elective major abdominal surgery for cancer (hepato pancreatico-biliary and gynae-oncology surgery) with predicted duration of surgery of > = 3 hours. 3. Provide informed consent
1,Certain infectious and parasitic diseases,Other bacterial diseases,External pilot study to inform the design and conduct of the Fluids in Shock (FiSh) Trial,"Children are now much more likely to survive a severe infection than ever before. This progress comes from a whole package of treatments including antibiotics, multiple rapid doses (boluses) of fluid (e.g. saline solution) into a childâs veins (âfluid bolus therapyâ) and support for breathing and heart function. We hope to improve the outcome of children with severe infection by refining one part of this package: by exploring what is the best amount of fluid to give in the earliest stages of treatment. We are designing a clinical trial (called Fluids in Shock â FiSh) to find out whether giving less fluid per bolus to children with symptoms of a severe infection (septic shock) is better than giving a higher amount of fluid, as currently recommended. We are conducting a pilot trial, a smaller version of the trial we would like to run. We will recruit 108 children admitted with septic shock to emergency departments in 14 NHS hospitals over nine months. Patients will be randomly allocated to receive either fluid boluses of 10 ml/kg (intervention) or 20 ml/kg (usual care) every 15 minutes for up to four hours. We would also like to ask parents/legal representatives who do and do not give consent to the study their views on the consenting process. Questionnaires (100-150) and telephone interviews (15-25) will be used to explore the parents/legal representativesâ acceptability of the study, including the approach to recruitment, consenting procedures and participant information materials. We will also hold three focus groups with the hospital research teams to explore their experiences of screening, recruiting, randomising and consenting parents/legal representatives to the pilot trial. By doing this study, we hope to find out whether the trial is possible and, if so, how it should be done.","Pilot RCT â¢ Age greater than or equal to 37 weeks (corrected gestational age) and less than 16 years â¢ Clinical suspicion of infection â¢ Clinical signs of shock after receipt of 20 ml/kg of bolus fluid â¢ Recruitment and randomisation to take place while child is in an acute assessment area (e.g. ED, paediatric assessment unit (PAU)) Parent/Legal representative questionnaires and interviews â¢ Parents/Legal representatives who do and do not consent to the pilot RCT Site research staff focus groups and interviews â¢ Site research staff who are involved in screening, recruiting, randomising and consenting parents/legal representatives during the pilot RCT"
14,Diseases of the genitourinary system,Renal failure,What factors explain the association between socioeconomic deprivation and a reduced likelihood of living-donor kidney transplantation? A questionnaire based case-control study.,"A living-donor kidney transplant (LDKT) describes a kidney transplant in which a kidney is donated by a living friend or family member and transplanted into someone with kidney failure. A LDKT is the best treatment for most people with kidney failure. Socioeconomically deprived people in the UK are more likely to develop kidney failure, but less likely to receive a LDKT. This study aims to investigate whether socioeconomic position is related to a kidney patientâs i) transplant knowledge and beliefs, ii) level of involvement in managing their own healthcare, and iii) support and offers of donation from friends and family. The study will determine whether these potentially modifiable factors explain why more deprived patients are less likely to receive a LDKT, and identify targets for intervention.",We aim to collect responses from approximately 930 living-donor kidney transplant (LDKT) recipients (cases) and 930 deceased-donor kidney transplant (DDKT) recipients (controls) from all adults (age> 18) transplanted at the ten UK study sites between 1/4/2013 and 31/3/17.
1,Certain infectious and parasitic diseases,Viral hepatitis,"A phase IIIb, open-label, multicentre, international randomised controlled trial of simplified treatment monitoring for 8 weeks glecaprevir (300mg)/pibrentasvir (120mg) in chronic HCV treatment naÃ¯ve patients without cirrhosis","The combination of glecaprevir (300mg)/pibrentasvir (120mg), a protease inhibitor and NS5A inhibitor, developed to treat patients infected with the Hepatitis C virus (HCV), has been tested in large volume clinical trials. Participants infected with HCV, without liver cirrhosis (when normal liver tissue is damaged and replaced by scar tissue), received 8 weeks of the combination drug. The treatment was shown to be safe and effective, curing almost 99% of people infected with HCV without cirrhosis regardless of their HCV strain (genotype). There was no need for ribavirin, which is an antiviral drug with serious side effects that is given in combination with other drugs used to treat HCV. Glecaprevir (300mg)/pibrentasvir (120mg) had no specific toxicity or side effects of treatment. Due to this factor, and because no ribavirin is required, there is no need for monitoring of full blood count or liver function. The combination can be safely administered without regular monitoring of blood levels; as is the standard of care treatment for drugs used to treat HCV currently. The aim of this study is to determine if on-treatment monitoring can be simplified for chronic HCV patients without cirrhosis receiving glecaprevir (300mg)/pibrentasvir (120mg) for 8 weeks. One post treatment visit will be conducted 12 weeks after the final dose of study medication to evaluate the proportion of patients with undetectable HCV RNA at this timepoint (SVR12).","1) Have voluntarily signed the informed consent form. 2) 18 years of age or older. 3) Chronic HCV infection as defined by anti-HCV antibody or HCV RNA detection for greater than 6 months. 4) HCV RNA plasma > = 10,000 IU/ml at screening. 5) HCV genotype 1-6. 6) HCV treatment naÃ¯ve (no prior treatment with an approved or investigation anti-HCV medication). 7) Stage F0-3, based on: hepatic elastography < 12.5 kPa on FibroscanÂ® or APRI < 1.0. 8) If co-infection with HIV is documented, the subject must meet the following criteria: - ART naÃ¯ve with CD4 T cell count > 500 cells/mm3; OR - On a stable ART regimen for > 8 weeks prior to screening visit, with CD4 T cell count > 200 cells/mm3 and a plasma HIV RNA level below the limit of detection. 9) Negative pregnancy test at screening and baseline (females of childbearing potential only). 10) All fertile females must be using effective contraception during treatment and during the 30 days after treatment end."
11,Diseases of the digestive system,Other diseases of the digestive system,"Proton Pump Inhibitors vs. Histamine-2 Receptor Blockers for Ulcer Prophylaxis Therapy in the Intensive Care Unit (PEPTIC) study: A cluster randomised, crossover, registry-embedded clinical trial of proton pump inhibitors vs. histamine-2 receptor blockers for ulcer prophylaxis therapy in the Intensive Care Unit","Patients who require treatment in the Intensive Care Unit (ICU) can develop stomach ulcers or duodenal (small intestine) ulcers, these kinds of ulcers are known as âstress ulcers âand may cause life threatening bleeding; this occurs most commonly when mechanical ventilation (a breathing machine) is required. To prevent this, mechanically-ventilated patients in the ICU are frequently given stress ulcer prophylaxis (SUP) in the form of one of two types of medicine: proton pump inhibitors (PPIs) or histamine-2 receptor blockers (H2RBs). Despite SUP being administered to millions of ICU patients worldwide, it is unclear where PPIs or H2RBs are preferable and current usage is dependent on clinician preference or unit policy rather than empirical evidence. The PEPTIC study will compare the two approaches to SUP treatment regimens to determine which leads to the best outcomes for patients. The study is being conducted in New Zealand, Australia, Ireland and England. Data will be collected on patients admitted to ICUs requiring mechanical ventilation where SUP is considered clinically appropriate. Data required for the study is already routinely recorded in ICUs â in England, this will be collected through the ICNARC Case Mix Programme (CMP).",- Aged 18 years and above - Admitted to a participating ICU - Invasively mechanically ventilated within the first 24 hours of a ICU admission
6,Diseases of the nervous system,"Nerve, nerve root and plexus disorders","Clinical and Cost-effectiveness of Posterior Cervical Foraminotomy versus Anterior Cervical Discectomy in the Treatment of Cervical Brachialgia: A Multicentre, Phase III, Randomised Controlled Trial (FORVAD Trial)","FORVAD is a Phase III, randomised trial in patients with unilateral cervical brachialgia (arm pain affecting just one limb) that has been caused by neve compression in the neck. The trial population are those who have had symptoms for at least six weeks despite conservative management such as physiotherapy and pain relief. A total of 252 participants will be recruited, and randomised to receive one of two types of operation. One type of operation is posterior cervical foraminotomy (PCF), which involves operating through the back of the neck. The other type of operation is anterior cervical discectomy (ACD), which involves operating through the front of the neck. Both of these operations are currently standard treatments for this condition. Potential participants will be identified in neurological centres in the UK following referral from their GP, they will be given a Patient Information Sheet and then informed consent will be taken if they would like to take part. Participants will then be registered to the study, and have assessments performed. Participants will complete questionnaires, then be randomised to a treatment arm on the day of their operation. The day after surgery, and at 6 weeks post-surgery, assessments will be performed on the participants. On day 1, and weeks 6, 12, 26, 39 and 52 after surgery, participants will complete questionnaires. 25% of participants will also have a voice recording taken to assess if their voice is affected by the operation, before surgery and 6 weeks after surgery.","1) Aged > = 18 years old 2) Diagnosis of unilateral cervical brachialgia as confirmed by MRI or CT myelogram taken within the last 12 months 3) Symptoms of cervical brachialgia present for at least 6 weeks 4) Single level nerve entrapment 5) Postero-lateral disc and/or foraminal narrowing 6) Failed conservative management (including but not limited to; medication, physiotherapy, modification of daily activities) 7) Able and willing to comply with the terms of the protocol, including QoL questionnaires 8) Able to provide written informed consent"
5,Mental and behavioural disorders,Unspecified mental disorder,"The Involvement of Family, Friends and Carers in Inpatient Mental Health Care: What Do Patients Want? Qualitative Interviews with Patients, Carers and Clinicians.","Studies have found that people using mental health services are more likely to stick to their treatment plans and have better outcomes when their supportive friends and family members (âcarersâ) are involved in their care. Most mental health guidelines and policies suggest that staff members should involve carers in patientsâ treatment. Despite this, carers frequently report feeling excluded from patientsâ care and from giving or receiving information about the patient. This is particularly a problem in hospital settings, when someone is admitted to an inpatient ward following a mental health crisis. The difficulties that carers can face are well documented in published research. There are also lots of studies discussing staff membersâ and researchersâ opinions about how best to involve carers. However, the thoughts and feelings of patients themselves have not really been explored in detail. As a result, there is almost nothing in the research literature which helps clinicians understand how patients want involvement to take place or which things might be important for them when making their decisions. In this study, qualitative interviews will be conducted with twenty patients, twenty carers and ten clinicians to better understand the needs of patients in inpatient settings. All participants will need to have current or recent (within the past five years) experience of being in inpatient settings. Each interview is expected to last 45-120 minutes. The interviews will be analysed using thematic analysis. The findings will be written up in a journal article, as well as being shared on social media. This study is being conducted as part of an NIHR-funded Doctoral Research Fellowship (DRF-2015-08-071) titled, âThe involvement of family and friends in inpatient mental health care: what do patients want?â.","Patients 1. Current or prior experience (within 1 year) of being admitted to a psychiatric inpatient service 2. Aged over 18 3. Able to provide informed consent for participation in the study 4. Has at least one friend, family member or carer who supports them with their mental health related needs 5. Fluent in English (not necessarily at advanced level) Carers 1. Current or prior experience (within 1 year) of supporting a person who was admitted to a psychiatric inpatient unit 2. Aged over 18 3. Able to provide informed consent for participation in the study 4. Fluent in English (not necessarily at advanced level) Clinicians 1. Current or prior experience (within 1 year) of working in a psychiatric inpatient unit 2. Aged over 18 3. Able to provide informed consent for participation in the study 4. Fluent in English (not necessarily at advanced level)"
2,Neoplasms,Malignant neoplasms of digestive organs,Primary and Secondary Screening in individuals with Inherited Pancreatic Disease syndromes for Pancreatic ductal adenocarcinoma and complications of other pancreatic diseases.,"Pancreatic cancer has one of the worst overall survival of malignancy (five year survival under 10%). The main reason for this is late detection. Symptoms are non- specific and screening of asymptomatic individuals is impractical as no current screening system has adequate specificity to avoid false positives exceeding true positives, treatment for pancreatic cancer involves surgical resection of the organ with very high associated morbidity and even mortality. In order to develop and validate improved screening modalities these need to be applied to high risk individuals. Current guidelines only allow research screening in individuals with an autosomal dominant predisposition for pancreatic cancer. The European Registry for heredity pancreatitis and familial pancreatic cancer (EUROPAC) was established in 1996 in order to identify individuals at high risk of pancreatic cancer. We wish to continue recruitment to this registry and to continue to pilot secondary screening for pancreatic cancer in the individuals registered. The registry has also proved an invaluable resource in order to study pancreatic diseases in general: diabetes, acute and chronic pancreatitis as well as cancer. We also wish to continue this analysis. The screening we propose to carry out will be based on established methods of pancreatic imaging including Endoluminal Ultrasound, Computed Tomography and Magnetic Resonance Imaging. This will be supplemented by use of biomarkers which will at first be purely experimental but following validation will be used to phase subsequent screening. Epidemiological and demographic data as well as clinical reports will be used to stratify cancer risk and to monitor disease progression: acute pancreatitis can progress to chronic pancreatitis with endocrine and exocrine failure; diabetes mellitus can be both an early sign of pancreatic cancer and also a risk factor.","Inclusion Criteria for Registry: Cancer families: Two first degree relatives with pancreatic adenocarcinoma. A family with three or more relatives with pancreatic ductal adenocarcinoma. Families with pancreatic cancer and other cancers (e.g. bowel, breast/ovarian, melanoma, gastric) that suggest a known cancer predisposition syndrome: Hereditary Non-Polyposis Colorectal Cancer (HNPCC) Familial atypical mole melanoma (FAMMM). Lynch Syndrome. Breast Ovarian Cancer Peutz-Jegher's syndrome Li Fraumeni syndrome Families with a causative mutation in a gene linked to pancreatic cancer (e.g. PALB2 BRCA2 or genes prospectively discovered to be linked to pancreatic cancers) and at least one case of pancreatic cancer in the family. Pancreatitis families: Families with two or more relatives with idiopathic pancreatitis. Families with at least one case of pancreatitis and a confirmed causative mutation in the PRSS1 gene. Cyst surveillance: Individuals already enrolled on surveillance due to identification of a pancreatic cystic lesion NOD individuals: Individuals over the age of 40 with diabetes mellitus diagnosed in the last 6 months Disease control Individuals with: diagnosed pancreatic ductal adenocarcinoma; acute or chronic pancreatitis of any aetiology; and individuals with long term (over two years) type 2 or 3c diabetes mellitus Inclusion Criteria for Screening: Individuals over 40 years of age from an established pancreatic cancer family where the family is consistent with predisposition with high penetrant autosomal dominant inheritance (for example, at least two first degree relatives with pancreatic ductal adenocarcinoma, where no non-penetrant carriers have to be assumed over the age of 75). Individuals with Peutz-Jeghers syndromes, or individuals with affected relatives under the age of 50 will be considered for inclusion below the age of 40. Unaffected members of a family with an associated cancer syndrome and at least one case of pancreatic cancer, who are over 40 years of age and who have been shown to carry the relevant genetic alteration. Any member of a Hereditary Pancreatitis (HP) family (autosomal dominant predisposition for pancreatitis) who have been confirmed to carry a causative PRSS1 mutation or (where no causative mutation is known) have symptoms of pancreatitis. Individuals incidentally found to have cystic lesions or other clinical features that indicate an increased risk of pancreatic cancer may also be included. There will be adaptation to risk models as the study progresses to fit the needs of the study outcomes."
2,Neoplasms,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Phase Ib/II trial of Histone Deacetylase Inhibitor CXD101 in combination with Programmed Cell Death Protein-1 Inhibitor Pembrolizumab for relapsed or refractory Diffuse Large B-cell Lymphoma,"Diffuse large B cell lymphoma (DLBCL) is the most common subtype of Non-Hodgkin Lymphoma (NHL). It is a high grade, aggressive B-cell lymphoma, and without treatment, survival is in the order of months. There are a number of standard treatments that are currently used in treating DLBCL, depending on the stage of the disease. Though the cancer often responds to these current treatments, there are instances where the cancer does not respond or where it returns. There is, therefore, a need to find alternative treatments that are more effective, leading to lasting responses. PLACARD study will investigate whether CXD101, a type of drug that blocks substances (enzymes) in the body called histone deacetylases and pembrolizumab, a type of immunotherapy designed to 're-awaken' the immune system, will improve response to treatment. There are 2 distinct stages to the study. The first stage of the study, called the safety run in stage, aims to find the highest tolerated dose of CXD101 which be given with the pembrolizumab. Up to 12 adult (aged > = 18 years) patients (3 patient cohort) with DLBCL, whose disease has either come back or not responded after 2 rounds of treatment will be recruited at this stage and given CXD101 and pembrolizumab. If there are no serious side effects, the second stage of the study, called the expansion stage, will recruit a further 33 patients. Patients will be seen regularly during treatment and then every 3 months until one year after treatment and then annually thereafter until the last patient entering the study completes their 1 year follow up. The study will be conducted at NHS hospitals and is expected to last 5 years and 6 months.","1.Biopsy-confirmed DLBCL, relapsed/ refractory after > = 2 lines of prior therapy and not fit for ASCT or relapsed post ASCT. Eligibile histologies include: a.diffuse large B-cell lymphoma NOS b.transformed indolent non-Hodgkin lymphoma (including Richterâs transformation) c.EBV positive DLBCL NOS d.high grade B-cell lymphoma with MYC and BCL2 and/or BCL6 translocations, e.high grade B-cell lymphoma NOS f.primary mediastinal B-cell lymphoma g.Other WHO classified variants of DLBCL may be permitted with the agreement of at least two TMG clinicians. 2.Measurable disease (of > 15mm in a node or > 10mm in extranodal tissue) 3.Age > = 18 years 4.Eastern Cooperative Oncology Group (ECOG) performance status 0 or 1. ECOG PS of 2 is allowed if due to the disease 5.Adequate organ and bone marrow function: Hb > 80g/L, neutrophils > 1.0x10^9/L and platelets > 75x10^9/L (without platelet transfusion support) 6.International normalised ratio (INR) or prothrombin time (PT) or Activated partial thromboplastin time (aPTT): < = 1.5 Ã ULN unless participant is receiving anticoagulant therapy as long as PT or aPTT is within therapeutic range of intended use of anticoagulants 7.Adequate renal function: estimated creatinine clearance > 60ml/min as calculated using the Cockroft-Gault equation 8.Adequate liver function, including: a.Bilirubin < = 1.5 x upper limit of normal (ULN). b.Aspartate or alanine transferase (AST or ALT) < = 2.5x ULN 9.Negative serum or urine pregnancy test for women of childbearing potential (WOCBP) 10.Willing to comply with the contraceptive requirements of the trial 11.Written informed consent"
5,Mental and behavioural disorders,Behavioural syndromes associated with physiological disturbances and physical factors,Optical coherence tomography feasibility in older people with capacity following hip fracture surgery,This is a feasibility study for a planned larger research project. We are interested in biomarkers of delirium following hip fracture surgery in older people. In our planned bigger study we will need to measure the thickness of layers of the retina (back of the eye) in a non-invasive manner. The optical coherence tomography (OCT) scanner is a method of achieving this. It is similar to an ultrasound but uses light instead of sound and does not make contact with the tissue (in this case eye) being scanned. It is like having an eye scan at the airport. Classically it is a tabletop device but a hand held version has been developed and is used largely in children. We wish to assess the feasibility of using the hand held scanner in older people following hip fracture surgery.,Age > 64 years Unilateral hip fracture surgery in the preceding 5 to 9 days Ability to comply ( be still for a few seconds) Abiulity to speak or understand English Ability to give informed consent
19,"Injury, poisoning and certain other consequences of external causes","Sequelae of injuries, of poisoning and of other consequences of external causes",Using rich evidence and forum theatre to enhance practitioner mindlines: a pilot study of a new knowledge mobilisation method applied to post-injury psychological care,"Enhancing post-injury Psychological Intervention and Care (EPPIC) Ethical approval is sought for Stage-1 of this 6 stage project aiming to improve injured adultsâ psychological care. Stage-1 aims to collect a range of views about injured adultsâ psychological needs and care to inform later development of a joint patient/practitioner workshop using participatory theatre to inspire changes in practice. This topic is important, we know that every year 5.8 million UK adults attend A&E following an accidental injury, 700,000 are admitted. More than 30% develop psychological problems (e.g. post-traumatic stress disorder) within 12 months. These delay and limit the extent of recovery and increase costs. Research emphasises the need to look after injured peoplesâ psychological wellbeing and provides evidence about the best ways to do it. However âThe Impact of Injuries studyâ showed that NHS injured adultsâ psychological care is generally poor. This is a good example of the limitations of research in improving practice and need for new ways to impart knowledge to effect change. Research suggests NHS practitioners need different sources of evidence and types of knowledge to provide effective care and manage the NHSâs complex demandsÍ¾ furthermore evidence suggests practitionerâs knowledge is largely learned through social not formal means. This explains why scientific evidence sometimes fails to make a difference in practice. So this study will combine different forms of knowledge, then represent it in a living performance to try and overcome these barriers. The project lasts for 3 years, earlier stages will help inform later ones, so we are currently applying for Stage-1 ethical approval only. Stage-1, lasting 1 year, aims to capture NHS patient, practitioner and research perspectives on injured adults psychological needs and care (and illustrative patient stories) using semi-structured interviews and focus groups. These activities will take place in NHS settings or patientâs homes.","NHS Patients: Adults aged 18-70 who have experienced an unintended injury, are admitted to the BRI for at least 24 hours and are able to give informed consent. NHS practitioners NHS staff working with patients who have experienced an unintentional injury in the Bristol Royal Infirmary (BRI), in GP practices within a 5 mile radius of the BRI or at South Western Ambulance Service. Academic Experts UK academics who are recognised expert contributors to the field of post injury psychopathology by dint of their research, clinical and published work."
6,Diseases of the nervous system,Episodic and paroxysmal disorders,IntraÂ­operative visualisation of optic radiation tractography during anterior temporal lobe resection.,"Anterior temporal lobe resection for temporal lobe epilepsy carries a risk of injury to the optic radiations, that can result in a visual field defect in the patient. The optic radiation can be visualised by a technique known as tractography. Previous work has demonstrated that intraÂ­operative visualisation of the optic radiation tractography in the interventional MRI suite reduces the risk of acquiring a new visual field deficit. We seek to repeat this study using the Medtronic Stealth Neuronavigation system with microscope integration. The surgeon will have the optic radiation outline overlaid on the microscopic field. We will follow up this cohort of patients with postoperative formal assessment of visual fields.",Focal temporal lobe epilepsy Selected for anterior temporal lobe resection No previous neurosurgery No preÂ­existing visual problems
6,Diseases of the nervous system,Other degenerative diseases of the nervous system,Characterising Cognitive Decline in Ageing and Dementia using Natural Language Processing,"In the early stages of Alzheimerâs Disease (AD) problems with day-to-day memory are often accompanied by milder difficulties with other areas of cognition, such as planning ahead, visual processing skills and language ability. All problems become more prominent as the disease progresses. The analysis of language change has led to particularly revealing insights, which may aid in the prediction of onset and prognosis of AD. Previous studies have found that analysing spoken language using a range of computational methods called Natural Language Processing (NLP) can distinguish individuals with AD from those without, very early on in the disease. Furthermore, analysis of writing can reveal changes in language apparent before other symptoms appear. We wish to build on this work, by investigating spoken discourse in patients recently diagnosed with probable AD, compared to cognitively intact ageing, over one-year. The aim is to identify components of speech, or âlinguistic factorsâ, which are sensitive to brain changes in AD. We will investigate novel techniques for collecting speech samples, in order to improve current methods used clinically and in research. Furthermore, we will investigate written language over one year, to analyse which linguistic factors are sensitive to change, and look at MRI scans to see where changes in the brain may relate to changes in language.","For patient cohort: 1. Clinical diagnosis of MCI or probable AD, with supporting radiological imaging 2. Date of diagnosis maximum of two years prior to enrolment in study 3. Able to provide valid informed consent 4. Age > = 55 years, no upper limit 5. English as a first language 6. Willing to participate in a study investigating language and dementia For control cohort: 1. Absence of a diagnosis of cognitive disorder and/ or subjectively reported cognitive decline 2. Age > = 55 years, no upper limit 3. English as a first language 4. Willing to participate in a study investigating language and dementia"
1,Certain infectious and parasitic diseases,Other bacterial diseases,A phase III randomised controlled trial of continuous beta-lactam infusion compared with intermittent beta-lactam dosing in critically ill patients.,"Sepsis is the most common cause of death in critically ill patients, with a quarter of those developing severe sepsis during their hospitalisation. Even though the outcomes of patients with severe sepsis have improved, the number of patients with sepsis has increased. Currently there is no effective treatment for severe sepsis other than prompt administration of fluids, antibiotics and supportive care. These hospital acquired infections are recognised as an increasing public health problem causing more than a million deaths worldwide. It is already well established that administration of beta-lactam antibiotics is beneficial to patients with severe sepsis as these antibiotics treat the most common Gram +ve/-ve bacterial causes of infection. In animal and in vitro models it has been shown that continuous infusion of these antibiotics is superior to intermittent infusion, however human trials have been under-powered to provide significant evidence of this. This trial is aiming to determine whether giving a patient a continuous infusion of a beta lactam compared to an intermittent beta lactam infusion would affect patient outcomes and the vital status of patients at hospital discharge. The George Institute for Global Health is taking a stepwise program of research which to date has included a feasibility pilot randomised controlled trial (BLING I) and a phase IIb trial (BLING II), comparing continuous administration of beta-lactam antibiotics in ICU patients. BLING I had a sample size of 60 patients, BLING II had a sample size of 432 patients and looked at ICU free days at day 28. BLING III will be a definitive global trial to provide necessary evidence on whether there is a survival and economic benefit associated with continuous beta-lactam infusion in sepsis patients.",Eligible patients will be: 1. Those with a documented site of infection or strong suspicion of infection 2. Those that the treating physician believes will require treatment that extends beyond the next calendar day 3. Those that the treating physician has chosen to treat with piperacillin-tazobactam or meropenem for this episode of infection 4. Those that the treating physician is uncertain whether the administration of a continuous or intermittent infusion would be better for the patient 5. Those that have one or more organ dysfunction in the previous 24 hours.
5,Mental and behavioural disorders,"Organic, including symptomatic, mental disorders",Managing Agitation and Raising QUality of LifE (MARQUE): feasibility trial of an intervention to improve the management of agitation in severe dementia,"This mixed method study is the sixth work stream contributing to the MARQUE (Managing Agitation and Raising Quality of Life) programme, funded by the ESRC & NIHR. The study is designed to test the feasibility, acceptability, and practicality of a manual intervention for staff caring for people living with severe dementia and agitation in care homes. More than half of people with dementia living in care homes experience symptoms of agitation every month. These symptoms are associated with lower quality of life and higher care costsÍ¾ increasing the cost of care for a person with dementia by around Â£30000 a year compared to a person with dementia without agitation symptoms. Our study team has developed a conceptual framework in which agitation experienced by people with dementia is strongly linked to lower quality of life and agitation is conceptualized as arising from, at least in part, a range of possible unmet needs. This includes external factors like staff being available, receptive, aware and skilled in providing accessible activities and physical and emotional comfort (including sensory) and the environment, such as other agitated residents. In severe dementia, unmet need may may manifest in more subtle or hidden agitation behaviours compared to walking without purpose or aggression, and require different skills by staff to recognise and attend to. Through mixed methods, we aim to test the feasibility, acceptability, and practicality of the manual. As part of this study, we will interview staff in care homes about the content, mode of intervention (manual), enablers and barriers to the intervention. We will interview family carers about the manual. We will use these for manual development modifying it in response to feedback. In addition, we will test the feasibility of primary and secondary outcomes for a definitive trial.","Care home inclusion criteria: Homes registered with CQC as a nursing home or care homes with nursing accessible from UCL (Maple House) within 60 minutes using public transport with a dementia-specific floor, unit, or community with a member of senior staff designated as a dementia lead or Champion. Resident inclusion criteria: Residents with a formal diagnosis of dementia or a memory problem scored as 2 or more on the Noticeable Problems Checklist (used throughout MARQUE work streams), with a Clinical Dementia Rating of 3 (severe), and requiring Consultee assent to research participation. Family carer inclusion criteria: A family carer who visits their relative living in the care home at least once per month. Care home staff inclusion criteria: Permanent care staff, including nursing staff, who provide care as a core part of their role who works exclusively or predominantly (at the discretion of the care home manager/unit leads) on the dementia-specific community."
5,Diseases of the musculoskeletal system and connective tissue,Inflammatory polyarthropathies,ASSESSment of modified composite disease measures in recently diagnosed psoriatic arthritis,"Psoriatic arthritis is an inflammatory arthritis occurring in up to 30% of patients with skin psoriasis. Patients can develop swelling in joints, tendons, spine, skin, nails and eyes causing stiffness, pain and fatigue. Left untreated the inflammation results in damage causing further pain and restricted movement. Cohort studies have demonstrated progression of joint destruction, deteriorating functional status and a negative impact quality of life and ability to work. Historically the primary outcome measure in psoriatic arthritis trials have been measures that focus solely on the articular manifestations of disease. It is now recognised that this approach is insufficient to truly capture the totality of disease burden. In response there has been an international effort to devise a composite measure that captures all domains of disease. Several candidate measures have now been developed however these existing measures lacked patient involvement during their development (thereby potentially not fully capturing domains of disease important to patients) and remain time consuming to undertake. This study forms part of a National Institute for Health Research funded study to investigate the effect of enhanced surveillance for the early detection of arthritis amongst patients with psoriasis. A major theme of this programme is to improve outcome measurement in psoriatic arthritis through the incorporation of the patient perspective in existing composite measures and development of shortened versions for use in routine clinical practice. In order to modify the existing composite measures a staged qualitative study is already underway which will report a ranked list of outcomes important to patients mapped on to existing measures. In addition shorter versions of the measures will be developed from existing datasets. The purpose of this study is to compare the modified and shortened composite measures with the original versions and assess their validity (reliability, responsiveness and determining the minimally important difference).",Age 16 and over Fulfil ClASsification of Psoriatic ARthritis (CASPAR) diagnostic criteria for PsA Disease duration < 2 years (based on diagnosis not symptom onset)
