ICD Chapter Codes,ICD Chapter Names,ICD Block Names,Title,Research Summary,Inclusion Criteria
2,Neoplasms,"Malignant neoplasms of ill-defined, secondary and unspecified sites",Social Integration After a Cancer Diagnosis in Teenagers and Young Adults,"We want to understand how the social integration (SI) of teenagers and young adults (TYA) changes after a cancer diagnosis. Here, we define SI as the trajectory of employment, education, social networks, and well-being after their diagnosis. We want to find out which factors, together or alone, help or hinder young peopleâs SI after their cancer diagnosis. To describe SI over time we are undertaking 3 linked studies, of which the third is the focus of this ethics application, but the other two inform some of our methods. Study 1. We are using secondary data from general population surveys to explore which socio-demographic factors explain the trajectories of SI in TYAs aged 16 to 39 in the general population [no ethical review needed]. Study 2. We are using secondary data from another survey of TYAs diagnosed with cancer in England to explore which clinical factors explain SI [no ethical review needed]. Study 3. Through a novel data collection (the focus of this application), we want to see what type of psychological and social factors influence TYAsâ SI. We will run our own longitudinal survey of young people who are 10 weeks to 6 months post-diagnosis (Cohort 1) or 3-5 years post-treatment (Cohort 2). The survey will be run at consent and then 6 months later. Some patients will also take part in an interview. The results of this study will help us find ways to improve the psychological, social, and general well-being and opportunities of TYAs by determining who needs what type of support and how new solutions can be embedded in current support services. Our ambition is for TYAs to have the same or better opportunities and outcomes as they would have expected if they were not diagnosed with cancer.",Cohort 1: â¢ Aged between 16-39. â¢ Within 10 weeks to 6 months of their diagnosis of their most recent primary cancer. â¢ Patients who have previously had a different cancer and have been diagnosed with a second malignant neoplasm within the last 6 months are eligible. â¢ Treated in regional cancer centres in Leeds and London. â¢ Able and willing to give informed consent. â¢ Able to read and understand English. Cohort 2: â¢ Aged between 16-39. â¢ Diagnosed with cancer 3-5 years prior to date of study entry. â¢ Treated in regional cancer centres in Leeds and London. â¢ Able and willing to give informed consent. â¢ Able to read and understand English.
9,Diseases of the circulatory system,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",CArvediloL versus variceal Band ligation in primary pREvention of variceal bleeding in liver cirrhosis,"Individuals with liver cirrhosis (scarring of the liver) can develop enlargement of veins in the gullet (food pipe) known as âoesophageal varicesâ. Patients with medium to large oesophageal varices have a 1 in 3 chance of these veins bleeding. In severe cases this could result in death. It is therefore important to lower the risk of this bleeding. At present all patients with medium to large oesophageal varices are offered one of two treatments to lower the risk of bleeding: Variceal banding A flexible tube (endoscope) with a miniature video camera and carrying a rubber ring is passed through the mouth to the gullet. An enlarged vein can be tied off with the rubber ring. Several (sometimes up to five) endoscopy sessions at approximately monthly intervals will be required to treat all of the varices. Subsequently, regular checks will be carried out at three, six then 12 months, then annually thereafter. Beta-blocker drugs Beta-blockers slow down the heart rate and lower blood pressure. These drugs are either carvedilol, propranolol. Carvedilol is used to treat high blood pressure and some forms of heart disease. Research studies have shown carvedilol to be also very effective and better than propranolol at lowering the pressure in varices in the gullet (the lower the pressure, the lower the risk of bleeding). Patients tolerating beta-blocker tablets will not require any more routine endoscopies to check on their varices. Some research studies suggest that banding may be more effective than beta-blockers in lowering the risk of variceal bleeding, but other studies suggest that this is not the case. However, all of these studies have been small and we still donât know what treatment is best. CALIBRE aims to compare carvedilol with banding in people with cirrhosis who have medium to large varices that have never bled.","â¢ Liver cirrhosis as defined clinically, radiologically (USS and transient elastography), or on histology â¢ Medium varices (Grade II varices that do not flatten on air insufflation and do not occlude the lumen) and large varices (Grade III varices which are larger than Grade II varices and occupy the whole lumen) that have never bled as defined in the BSG guidelines."
7,Diseases of the eye and adnexa,Disorders of lens,Cohort study to quantify the effect of cataract on colour vision measurements using the Cambridge Colour Test,"Cataract is the leading cause of blindness in the world. A cataract is clouding of the normally clear lens of the eye that causes partial or total blindness. Modern microsurgical technique allows intervention for cataract, preventing long- term visual loss. Normal vision typically is restored with clear intraocular lens implantation. The development of cataract is usually a progressive process that is highly variable among individuals. Cataract formation typically is bilateral, although it is often asymmetrical. Patients usually complain of a problem with night driving, reading road signs, glare or difficulty with fine print. Given that patients often report cataract removal results in the perception of brighter colours and whiter whites, we hope to formally assess whether colour vision improves for the first time and quantify to what extent this occurs. Measuring the outcomes of cataract surgery has become even more important with the adoption of new surgical techniques, such as vitrectomy in younger patients, and other novel therapies. A more holistic understanding of outcome measures is required. In measuring and quantifying colour vision changes, we will be able to use this outcome measure to compare the efficacy of new treatments as well as validating patient experiences. We will be using a computerised test called the Cambridge Colour Test (CCT) in order to measure colour discrimination. CCT will be used to compare vision before and after cataract surgery. The CCT has been used in a variety of clinical studies and provides more information than the traditional colour arrangement tests. As a computer-controlled test, the CCT allows precise control over chromaticity parameters of the figure and the background and a staircase psychophysical procedure for estimating discrimination thresholds. This ensures a quantitative outcome that is sensitive to individual differences in normal colour vision but also distinguishes anomalous colour observers and their chromatic sensitivities.","The participant may enter the study if ALL of the following apply: â¢ Participant is willing & able to give informed consent for participation in the study. â¢ Male or female, aged 18 â 95. â¢ Able to participate in visual function testing. â¢ Participant is scheduled for a cataract operation as part of their routine care."
5,Mental and behavioural disorders,Mood [affective] disorders,fMRI investigation of the neural mechanisms of Emotional Cognitive Bias Modification as an adjunct therapy to SSRIs in depression.,"Recent studies indicate that pharmacotherapy for depression is ineffective in one-third to a half of patients. Furthermore, mounting evidence suggests that antidepressant drugs (e.g., selective serotonin reuptake inhibitors, SSRIs) work best in combination with psychological therapies. There is little work, however, to determine what the minimum effective psychological intervention may be in addition to drug treatment, and a similar lack of studies examining mechanisms of action of such adjunct therapies. Processing of emotional information is critical to social functioning but is disrupted in many psychiatric disorders, including Major Depressive Disorder (MDD). We aim to investigate whether a novel Emotional Cognitive Bias Modification (CBM) psychological therapy that improves the way we see emotion in others could improve antidepressant drug efficacy. Specifically, we will deliver both online CBM training and SSRI pharmacotherapy in patients with a new episode of depression, to investigate whether this leads to changes in brain activity, assessed in an MRI scanner, that have been associated with improvements in mood in earlier work. Therapeutically, this combination of CBM and antidepressants has the potential to improve patient outcomes, and this study aims to investigate the mechanisms that may underlie this possibility.",â¢ Aged 18-55 years. â¢ Have a NEW or FIRST episode of depression (defined as not prescribed an antidepressant in the previous 6 months). â¢ Prescribed a course of sertraline medication. â¢ Score > 10 on the PHQ-9 assessment.
6,Diseases of the nervous system,Other degenerative diseases of the nervous system,SAMoA: Spatial Analytics through Mobile sensing of early Alzheimerâs disease,"The aim of this study is to investigate a novel approach to detecting Alzheimerâs disease (AD) in its very earliest stages, prior to the onset of dementia. There is an urgent need to identify new tests that are both diagnostically accurate but also usable on a large scale, given that millions of older people at risk of AD. Current tests do not meet this need. Traditional âpen-and-paperâ tests of memory are not sensitive or specific for early AD, whereas sensitive tests, such as nuclear medicine scanning or spinal fluid testing, are expensive, invasive and available only in select university hospitals. This project will address this need by examining peopleâs navigation via a smartphone app. Navigation is controlled by brain regions affected at the beginning of AD, and so it is hypothesised that altered navigational behaviour is an early sign of the disease. The ubiquitous use of smartphones offers a mean to embed diagnostics within everyday technologies. Location tracking technology is already widely used (global positioning systems, Google Maps). We have developed smartphone apps that are capable of tracking movements frequently, and this allows us to build up maps of peopleâs locations, and their movement between locations. These can then be analysed in terms of number of locations visited, paths taken between locations, efficiency of paths. The study will focus on two issues. First, given the wealth of information within peopleâs day to day movements, significant computer science-based modelling and data analysis will be needed to extract these measures of navigational behaviour. The second is that of preserving privacy. This will be achieved by removing all user-sensitive information from the data (put another way, we are interested in knowing how people get from A to B to C and back to A , but not in what A, B and C are).",Two groups of participants will be studied. 1. Healthy controls with no history of cognitive impairment. 2. People with mild cognitive impairment due to AD.
6,Diseases of the nervous system,Diseases of myoneural junction and muscle,Respiratory physiological changes following MIE (mechanical insufflation-exsufflation) in neuromuscular disease: Optimisation of pressure delivery,"This study aims to compare how the lung fills with air using three methods for clearing secretion(clearing mucus or phlegm from the airways), in order to determine the best way to clear secreations in patients with neuromuscular disease (NMD). Patients with NMD can suffer from a range of respiratory problems due to respiratory muscle weakness. Cough muscle weakness means secretion clearance from the airways can be problematic, and a source of infection. As a result, these patients are often supported with devices to aid clearance (such as mechanical insufflation-exsufflation, MIE) and reduce the risk of infection. Although evidence supports the use of these devices, the optimal technique or settings on the device are not clear. This study will have two cohorts. The first is in NMD patients with evidence of respiratory muscle weakness, who are stable.. The second will include patients with NMD who are admitted to the Lane Fox Unit or Critical Care at St. Thomasâ Hospital, with an acute deterioration in their respiratory function, requiring physiotherapy to aid their secretion clearance. The study protocol for both groups of patients will be the same. After being recruited into the study, they will undergo some simple non-invasive baseline measurements. They will then undergo three different methods of secretion clearance. Each method will last one hour, with 30 minutes between each method to allow the patient to rest. Throughout the testing stage, respiratory function will be monitored using non-invasive probes. Each patient will undergo approximately five hours of testing. The study will start in May 2016 and end in October 2016.","Study 1: - neuromuscular disease - respiratory muscle weakness (FVC<60%, snip<60%, sleep disordered breathing) - secretions or cough PEF<270 and history of LRTI - clinically stable for preceding 4 weeks (no changes to medications or ventilator settings) Study 2: - neuromuscular disease - respiratory muscle weakness (FVC<60%, snip<60%, sleep disordered breathing) - secretions or cough PEF<270 and history of LRTI - admitted with respiratory deterioration in the past 48 hours, and started on treatment for infection"
3,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Haemolytic anaemias,Identification of Erythroid ProgenItor Defects in Critical IllnesS (EPICS): a prospective observational study,"At present, we have very few ways of determining which seriously ill patients in ICU will respond to treatment for anaemia (low number of red blood cells). This is important because red blood cells carry oxygen to vital body organs and reduced oxygen delivery can be detrimental. The answer may lie in being able to assess how well the cells in the bone marrow are working. These cells turn into specific blood cells such as red blood cells to carry oxygen throughout the body, white blood cells to fight infection and platelets to control bleeding. We are particularly interested in the development and function of red blood cells. In order to better understand the function of the bone marrow in ICU patients, samples have been collected by performing a bone marrow biopsy - an invasive procedure that is painful and carries a small risk of bleeding However, newly developed laboratory techniques mean that it is possible to understand bone marrow function from a blood test. These techniques are also able to assess how well these cells are able to develop into red blood cells. In other groups of patients, these techniques have been successful in characterising bone marrow function and shown promise in improving treatments for anaemia. In this study we wish to use these technique to better understand bone marrow function by recruiting 30 patients who have required ICU care for at least 3 days. We also wish to investigate what happens to bone marrow function after 1 month, whether or not it recovers and what factors (such as iron levels in the body) are associated with recovery. The findings of this research has the potential to help improve our understanding of erythropoiesis in critical illness and help identify which ICU patients are mostly likely to benefit from anaemia treatments.","(1) ICU patients (>/= 16 years old), both with capacity and without capacity (for medically induced reasons such as therapeutic sedation), who have required at least 72 hours of adult ICU care."
2,Neoplasms,Malignant neoplasms of digestive organs,"Urological and sexual function in males following robotic vs laparoscopic rectal surgery: An international, multicentre, randomised control trail","Urological and sexual dysfunction has been identified as a significant problem for patients following rectal surgery, which significantly affects the quality of life and psychological healing of survivors. Even though laparoscopic (keyhole) rectal surgery has been found to be superior to open surgery in terms of postoperative recovery, cosmetics and blood loss; itâs debatable whether it offers any improvement regarding urological and sexual function. Robotic surgery is a contemporary method of operating on patients requiring rectal surgery and may be a solution that overcomes this problem. Several current studies suggest that urological and sexual function might recover faster in male patients receiving robotic surgery. However, the evidence is limited, with studies lacking randomisation, being retrospective in nature and reporting small numbers of cases. A prospective, randomised control trial focusing on urogenital dysfunction with appropriate case numbers is required to establish whether robotic rectal surgery can reduce urological and sexual dysfunction. This study will involve three centres in the UK and one centre in Portugal. It is proposed that these centres shall recruit a sample population of all male patients requiring elective rectal surgery that shall be consented to take part in this research and will be randomised to receive either robotic or laparoscopic surgery for comparative analysis of urological and sexual dysfunction. Urological and sexual function will be assessed via self-reporting validated questionnaires that will be given to patients prior to randomisation and at three, six and 12 months following surgery. During the same time intervals, baseline urodynamic studies shall be conducted and their results analysed in order to assess urological dysfunction in an alternative way.","â¢ Patients with a diagnosis of rectal cancer (< = 15 cm from anal verge on MRI staging) amenable to curative surgery OR patients with ulcerative colitis having proctectomy and ileo-anal pouch â¢ Male â¢ > = 18 years old â¢ Able to provide written informed consent â¢ Fit enough to undergo minimally invasive surgery (ASA< = 3) â¢ Deemed suitable for minimally invasive surgery by local MDT â¢ Elective case â¢ Sexually active (this includes caressing, foreplay, masturbation and vaginal intercourse)"
22,Codes for special purposes,Provisional assignment of new diseases of uncertain etiology,"ACCORD 2: A Multicentre, Seamless, Phase 2 Adaptive Randomisation Platform Study to Assess the Efficacy and Safety of Multiple Candidate Agents for the Treatment of COVID 19 in Hospitalised Patients","Heparin is widely used as an anticoagulant; however, there is now a wide range of evidence that heparin can exhibit broad anti-inflammatory activity both experimentally and clinically, often independent of its anticoagulant activity. This includes an ability to neutralise the activity of a wide range of proinflammatory mediators.1 In addition, there are now a number of clinical studies (outlined below) that have evaluated the beneficial effects of inhaled UFH in clinical intensive care unit (ICU) settings in burn patients and in patients with severe chronic obstructive pulmonary disease (COPD) 2,3,4,5 and emphasises the importance of using systemic low molecular weight heparin as an anticoagulant in COVID-19 infected patients, which should be given early in treatment. 6 There is preliminary clinical evidence from China that systemic heparin has shown some benefit at reducing the impact of COVID-19 in critically ill patients.4,5,6 In addition, several other studies in patients with acute exacerbations of chronic obstructive airways disease have shown a reduction in ventilator free days following inhaled UFH (25,000 IU). 2,8,9 Additionally, clinical benefit has been observed in patients with COPD following inhaled UFH at doses up to 75,000IU twice daily (bid). 10,3 Notably none of these studies have reported any adverse effects from bleeding following inhaled UFH, suggesting this may be a relatively safe way of treating COVID-19 patients. The potential anti-viral effects of inhaled UFH, were previously reviewed. 1 Critically, UFH inhibits the binding of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike (S) protein to the specific angiotensin converting enzyme receptor-2 (ACE-2) receptor. 11 ACE-2 facilitates viral entry into target cells12 and is expressed in pulmonary alveolar and bronchial epithelial cells.13 Additionally, glycosaminoglycans (GAGs) are an attractive target for viruses because of their wide spread distribution on the surface of most human cells, where the initial interactions with viruses occur.14 Multiple studies have provided evidence that UFH competes with heparan sulphate proteoglycans (HSPG) for binding to surface proteins on viruses, including types of coronavirus, and limits their adhesion to cellular targets and thus their infectivity. 14 In patients with SARS-CoV-2 airway infection, it was found that sputum samples retain SARS-CoV-2 for 39 days after throat swabs are negative. 15 Therefore, the mucolytic effects of inhaled UFH are also likely to improve clearance of virus from the airways. The purpose of this study is to investigate the therapeutic effects and safety of inhaled UFH in patients with COVID-19 as there are currently no vaccines, no effective medicines, and only symptomatic treatments available. The benefit/risk to the patient is acceptable as data show that no acute or chronic toxicological effects have been associated with the inhaled route for any dose CONFIDENTIAL ACCORD-2 - Sub protocol for Candidate Agent Heparin Final, 07 May 2020 11 of heparin investigated in humans. Further details are provided in the current version of the Investigatorâs Brochure. Overall, these data support the conclusion that the multiple pharmacological effects of inhaled UFH may have therapeutic benefit in patients with COVID-19.","ACCORD-2-001 1. Adults ( â¥ 18 years) with SARS-CoV-2 infection confirmed by laboratory tests and/or point of care tests. 2. A score of Grade 3 to 5 on the 9-point ordinal scale. 3. Is a woman who is not of childbearing potential or The patient, and their partner(s), agree to use medically-accepted double-barrier methods of contraception (e.g., barrier methods, including male condom, female condom or diaphragm with spermicidal gel) during the study and for at least 6 weeks after termination of study therapy. 4. Ability to provide informed consent signed by the study patient or legally authorised representative."
17,"Congenital malformations, deformations and chromosomal abnormalities",Congenital malformations of the circulatory system,Heart Disease in Pregnancy - Maternal Cardiovascular Adaptation and Fetal Outcomes,"Heart disease in pregnancy is the single largest cause of indirect maternal deaths in the UK. The high maternal mortality rate due to heart disease remained unchanged from 2009-2013 and addressing it remains a major challenge for the UK health service. The number and disease complexity of congenital heart disease survivors continues to grow and obstetricians need to be able to manage such women safely. In low-risk pregnancies, the cardiovascular system (the heart and the vessel network of the body) undergoes a series of physiological changes to meet the increased metabolic demands of the mother and the fetus. There are limited data on the adaptation of the heart in women with congenital heart disease and little is known about the reversibility of these changes after pregnancy. Research in this field is therefore of high priority. Women with congenital heart disease are also known to deliver small babies. It is yet to be established if this is a consequence of poor adaptation of the cardiovascular system to pregnancy or if there is an underlying problem with the placenta caused by the heart disease itself. Our aim is to study the adaptation of the cardiovascular system to pregnancy in women with congenital heart disease but also in women without any heart disease and in women whose babies are found to be small during pregnancy. To do this, we plan to see the three groups of women at different points of their pregnancy and check their blood pressure and saturations and perform a scan and a reading of their heart using electrodes. These tests would be conducted at rest and after a short period of exercise on a stationary bike. We would also perform scans of their babies to monitor the growth and blood flow and take blood samples and samples from the placenta after birth.",Part 1 - Able to provide informed consent - Women of reproductive age: 18 to 60 years-old from one of the three groups below: - Women with congenital heart disease planning a pregnancy or carrying a singleton pregnancy at any gestation - Low-risk women who are planning a pregnancy or carrying a singleton pregnancy at any gestation - Women whose singleton pregnancy has been complicated by fetal growth restriction - FGR - at any gestation Part 2 - Having participated in Part 1 of the study - Consent to participate in Part 2 of the study - FGR detected during index pregnancy
11,Diseases of the digestive system,Diseases of liver,Quantitative MRI to Aid Clinical Decision Making in Autoimmune Hepatitis,"This will be a prospective, observational, cross-sectional study designed to assess how a quantitative MRI scan will aid in a physicians' clinical decision making process in patients with suspected or confirmed autoimmune hepatitis (AIH). Participants will be recruited from the specialist outpatient hepatology clinic at Kings College Hospital NHS Trust who are either being seen as a new or follow-up patient. Participants will be treated and assessed in line with the normal clinical care pathway. Autoimmune hepatitis is relatively rare, with a prevalence of about 8,000 people in the UKâ diagnosed. It is a non-resolving liver condition that is usually treated with a combination of corticosteroid and immunosuppressant therapy. The current standard for effective management requires close monitoring of disease activity to balance disease control and unwanted side effects of treatmentâ. The recommended management involves monthly blood tests and annual liver biopsies to verify histological remissionâ. However, blood tests lack sensitivity and biopsy is very invasive and samples only a small portion of the liverâ. Indeed, liver biopsy remains the gold standard for evaluating liver pathology, however it is not appropriate for longitudinal monitoring due to pain, risk and invasiveness. Blood tests can identify when the liver is inflamed, but are insensitive to small changes and are not prognostic. There is a significant unmet need in this patient group relating to both disease monitoring and identifying those needing higher immunosuppression or transplant. Non-invasive, quantitative MRI can characterise liver tissue to aid in the diagnosis of liver disorders. Using quantitative MRI in the management of AIH patients could be an invaluable asset within the standard care pathway to ensure more appropriate and accurate dosing of steroids is used in AIH patients, thus preventing liver failure.",- Adult patients aged 18 years or over - Patient due to attend the hepatology clinic for AIH diagnostics/review - Participant is willing and able to give informed consent
5,Mental and behavioural disorders,Unspecified mental disorder,Psychological factors predicting clinical outcome following bariatric surgery,"Obesity is a major cause of death and disability. It is associated with many other conditions including diabetes, heart problems, breathing problems, joint disease, reflux, liver disease, infertility and cancer. Weight loss surgery is currently the most effective treatment for obesity and leads to a reduction in the risk of death and improvement in associated conditions. However, there is variability in how well those undergoing surgery respond, both in terms of weight loss and improvement in co-morbidities. It is known that psychological factors play an important role in a person's response to surgery and that many patients undergoing surgery face or, have faced, psychological problems. This study investigates whether you can predict a patient's response to bariatric surgery by analysing pre-operative psychological data and correlating it to data on clinical outcome, collected as part of routine NHS care.",Male and females who have undergone bariatric surgery within Imperial Weight Centre Above age 18 years
1,Certain infectious and parasitic diseases,Human immunodeficiency virus [HIV] disease,Advancing Assessment of Episodic Disability to Enhance Healthy Ageing among Adults Living with HIV: Developing a Short-Form HIV Disability Questionnaire (SF-HDQ) for use in Clinical Practice,"Background: Individuals with HIV are living longer and ageing with the increasing complexity of physical, mental and social health-related consequences of HIV and multimorbidity, known as disability. We developed a 69-item Patient Reported Outcome (PRO), the HIV Disability Questionnaire (HDQ) to measure the presence, severity and episodic nature of disability experienced by people living with HIV: across 6 domains: physical; cognitive; mental and emotional; uncertainty; difficulties with day-to-day; and challenges to social inclusion. We demonstrated that the HDQ possesses sensibility, reliability (consistency) and validity (measures what it is supposed to measure) among adults living with HIV in Canada, Ireland, United Kingdom, and the United States. However, to date the HDQ has been used primarily in the context of research, with little uptake in clinical practice due to cited concerns of time restrictions. There is a critical need for a brief, yet comprehensive assessment of disability for adults ageing with HIV that can be routinely administered across health system settings and clinical practice. Study Purpose: To develop and pilot the implementation of a short-form HIV-specific disability questionnaire to identify disability across clinical settings, in order to promote healthy aging among adults with HIV. Study objectives: 1. Develop and assess the utility of a new short-form HIV-specific disability questionnaire across multiple clinical practice settings with older adults living with HIV. 2. To pilot the implementation of the new short-form HIV-specific disability questionnaire, and assess its measurement properties while collecting foundational data on the presence, severity and episodic nature of disability among adults aging with HIV and multimorbidity in the United Kingdom, Canada, Ireland, and the United States.","Adults Living with HIV: - Adults (18 years of age or older) living with HIV willing and able to provide written informed consent to participate in the study. HIV Health Providers: - Health Providers who work in HIV care in Toronto (Canada), Denver (USA), Dublin (Ireland), and London (UK), who self-identify as having a role in addressing disability due to HIV, aging and multimorbidity. This may include (but is not limited to) physicians, rehabilitation professionals (occupational therapy, physiotherapy), social workers, and nurses. We chose to retain broad inclusion criteria for health providers given clinical teams may differ across sites. This broad inclusion criterion will allow us to explore diversity of perspectives and multidisciplinary approaches to disability assessment for adults aging with HIV in different health system clinical settings."
13,Diseases of the musculoskeletal system and connective tissue,Other soft tissue disorders,Models of Nociceptive Plasticity in Chronic Pain (MoNoPly),"Many patients with musculoskeletal disorders (e.g. arthritis, AR; fibromyalgia, FM) suffer severe pain that, for a number of possible reasons, is poorly managed with drugs or surgery. It is thought that in some cases, changes in brain structure and function (""neuroplasticity"") may contribute to pain and treatment resistance. Such changes can occur in response to how the brain processes sensations such as pain (nociception). New technologies are needed to detect these changes and to target treatment appropriately. We aim to test new methods for detecting pain-related changes in the brain. We will investigate whether differences between individuals in brain structure and function, and how the brain processes pain, can be understood in terms of mathematical models describing the mechanisms by which the brain learns and adapts to pain sensing (nociception) over time â a phenomenon we term ânociceptive learningâ. This will involve comparing a number of mathematical models of nociceptive learning and associated brain changes to see which provides the best explanation (according to the statistics of the modelling) of participantsâ perception of pain and of their brain structure and function. We will also seek preliminary evidence of clinical validity, asking whether these models can differentiate individuals into clinically meaningful subgroups. If successful, future projects will evaluate the clinical utility of the findings, which we envisage will fall into two categories: 1. an improved ability to detect mechanisms of chronic pain for treatment stratification/optimisation; 2. new knowledge about the contribution of brain changes to chronic pain that can be used to improve the educational aspects of multi-disciplinary treatment.","All participants â¢ Age above 18 years â¢ Willing and able to give informed consent for participation in the study Arthritis participants â¢ Clinically significant pain of greater than 3 months duration, evidenced by the fact that they have consulted for treatment for pain symptoms in secondary Fibromyalgia participants â¢ Clinically significant pain of greater than 3 months duration, evidenced by the fact that they have consulted for treatment for pain symptoms in secondary care. â¢ Have participated in the 16-day Pain Management Programme at the Walton Centre. Healthy participants â¢ No clinically significant pain"
11,Diseases of the digestive system,Diseases of liver,"An open label, non-randomised, prospective, single arm trial, using normothermic machine liver perfusion NMLP to test viability and transplantation of marginal livers","Liver transplantation is a highly successful form of treatment for many forms of end-stage liver disease. However, there is currently a shortage of livers for patients on the Liver Transplant Waiting List. This inevitably means that up to 20% of patients waiting for a liver transplant die or are removed from the list due to poor health, whilst waiting for a suitable organ. In order to respond to this shortage, clinicians are using organs that would previously not have been used for transplantation, for example from older donors or from non-heart beating donors. This study uses a technique called a normothermic machine liver perfusion (NMLP), where the liver is placed onto a machine prior to transplantation. Oxygenated blood, medications and other fluids are circulated through the liver at 37C. We have identified criteria that we believe indicate whether a liver is functioning. In this study we will be using a NMLP machine called the OrganOx metraÂ® to evaluate the function of livers that have been rejected for transplantation. If the liver meets these criteria the liver will be transplanted into a consented suitable recipient. This study is designed to demonstrate the potential of normothermic machine liver perfusion (NMLP) to not only increase the donor pool by transplanting livers which would have previously been rejected for clinical use, but also to improve patient safety by reducing or removing the likelihood of a liver failing to function after transplantation.","Graft Inclusion Criteria Donor liver graft must meet all of the following inclusion criteria to be considered / eligible for inclusion in the VITTAL trial: 1. Liver from a donor primary accepted with the intention for a clinical transplantation 2. Liver graft was rejected by all the other UK transplant centres via normal or fast-track sequence 3. Cold ischaemic time less than 16 hours for DBD and 10 hours for DCD grafts 4. One of the following parameters capturing the objectivity of the liver high-risk status â¢ Donor risk index greater than 2.0 â¢ Graft steatosis greater than 30% â¢ BAR score greater than 9Í¾ Donor warm ischaemic time greater than 30 minutes â¢ Anticipated cold ischaemic time greater than 12 hours for DBD or 8 hours for DCD liver grafts â¢ Suboptimal liver graft perfusion documented by a photo of macroscopic appearance â¢ Liver transaminases (ALT or AST) above 1000 IU/mL Subject Inclusion Criteria Subjects must meet all of the following inclusion criteria to be eligible for participation in the VITTAL trial: 1. Adult primary liver transplant recipient 2. Patient listed electively for transplantation 3. Low to moderate transplant risk candidate, suitable for marginal graft, as assessed by the UHB liver transplant listing MDT meeting (these are usually candidates with low UKELD score, without cardiovascular comorbidities, with good functional and nutrition status, with patent portal vein and with no history of previous major upper abdominal surgery, e.g. patients transplanted for liver cancer) Criteria for transplantation (OrganOx metra Â® assessment) To be eligible for use in transplantation perfused livers must meet at least 3 of the following criteria within 4 hours of the start of perfusion: 1. Evidence of bile production 2. Perfusate lactate levels less than or equal to 2.5 mmol/L 3. pH greater than 7.30 4. Metabolism of glucose 5. Stable arterial flow of more than 150 mL/ minute and portal flow more than 500 mL/minute 6. Homogeneous graft perfusion with soft consistency of the parenchyma"
